region,url,bounds,polygon
USGS_LPC_NC_Phase4_Yadkin_2017_LAS_2019,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_NC_Phase4_Yadkin_2017_LAS_2019/ept.json,"[-9003571, 4298771, -24566, -8953669, 4348673, 25336]","POLYGON ((-9003571 4298771, -9003571 4348673, -8953669 4348673, -8953669 4298771, -9003571 4298771))"
USGS_LPC_NC_SandyLot9_2014_LAS_2015,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_NC_SandyLot9_2014_LAS_2015/ept.json,"[-8646273, 4196001, -56806, -8531337, 4310937, 58130]","POLYGON ((-8646273 4196001, -8646273 4310937, -8531337 4310937, -8531337 4196001, -8646273 4196001))"
USGS_LPC_NC_Sandy_L11_2014_LAS_2015,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_NC_Sandy_L11_2014_LAS_2015/ept.json,"[-8531785, 4225581, -51885, -8426617, 4330749, 53283]","POLYGON ((-8531785 4225581, -8531785 4330749, -8426617 4330749, -8426617 4225581, -8531785 4225581))"
USGS_LPC_NC_Sandy_L12_2014_LAS_2015,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_NC_Sandy_L12_2014_LAS_2015/ept.json,"[-8634140, 4142903, -60104, -8510690, 4266353, 63346]","POLYGON ((-8634140 4142903, -8634140 4266353, -8510690 4266353, -8510690 4142903, -8634140 4142903))"
USGS_LPC_NC_Sandy_L13_2014_LAS_2015,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_NC_Sandy_L13_2014_LAS_2015/ept.json,"[-8652993, 4088132, -67193, -8517219, 4223906, 68581]","POLYGON ((-8652993 4088132, -8652993 4223906, -8517219 4223906, -8517219 4088132, -8652993 4088132))"
USGS_LPC_NC_Sandy_L14_2014_LAS_2015,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_NC_Sandy_L14_2014_LAS_2015/ept.json,"[-8542139, 4203774, -87670, -8366691, 4379222, 87778]","POLYGON ((-8542139 4203774, -8542139 4379222, -8366691 4379222, -8366691 4203774, -8542139 4203774))"
USGS_LPC_NC_Sandy_L15_2014_LAS_2015,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_NC_Sandy_L15_2014_LAS_2015/ept.json,"[-8647960, 4023519, -122922, -8404732, 4266747, 120306]","POLYGON ((-8647960 4023519, -8647960 4266747, -8404732 4266747, -8404732 4023519, -8647960 4023519))"
USGS_LPC_NC_Sandy_L6_2014_LAS_2015,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_NC_Sandy_L6_2014_LAS_2015/ept.json,"[-8596825, 4330562, -23215, -8549073, 4378314, 24537]","POLYGON ((-8596825 4330562, -8596825 4378314, -8549073 4378314, -8549073 4330562, -8596825 4330562))"
USGS_LPC_NC_Sandy_L7_2014_LAS_2015,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_NC_Sandy_L7_2014_LAS_2015/ept.json,"[-8554898, 4329524, -23825, -8505906, 4378516, 25167]","POLYGON ((-8554898 4329524, -8554898 4378516, -8505906 4378516, -8505906 4329524, -8554898 4329524))"
USGS_LPC_NC_Sandy_Lot10_2014_LAS_2015,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_NC_Sandy_Lot10_2014_LAS_2015/ept.json,"[-8532761, 4179439, -51275, -8428801, 4283399, 52685]","POLYGON ((-8532761 4179439, -8532761 4283399, -8428801 4283399, -8428801 4179439, -8532761 4179439))"
USGS_LPC_NC_Sandy_Lot8_2014_LAS_2015,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_NC_Sandy_Lot8_2014_LAS_2015/ept.json,"[-8615523, 4243870, -59733, -8494707, 4364686, 61083]","POLYGON ((-8615523 4243870, -8615523 4364686, -8494707 4364686, -8494707 4243870, -8615523 4243870))"
USGS_LPC_ND_KidderCO_2014_LAS_2016,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_ND_KidderCO_2014_LAS_2016/ept.json,"[-11153894, 5882000, -45399, -11061100, 5974794, 47395]","POLYGON ((-11153894 5882000, -11153894 5974794, -11061100 5974794, -11061100 5882000, -11153894 5882000))"
USGS_LPC_ND_McKenzieCo_2014_LAS_2018,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_ND_McKenzieCo_2014_LAS_2018/ept.json,"[-11583021, 5989208, -83021, -11415271, 6156958, 84729]","POLYGON ((-11583021 5989208, -11583021 6156958, -11415271 6156958, -11415271 5989208, -11583021 5989208))"
USGS_LPC_NE_Eastern_UA_2016_LAS_2018,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_NE_Eastern_UA_2016_LAS_2018/ept.json,"[-10809236, 4940929, -79749, -10648362, 5101803, 81125]","POLYGON ((-10809236 4940929, -10809236 5101803, -10648362 5101803, -10648362 4940929, -10809236 4940929))"
USGS_LPC_NE_Hat_White_Cherry_UTM13_2016_LAS_2019,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_NE_Hat_White_Cherry_UTM13_2016_LAS_2019/ept.json,"[-11407097, 5215160, -47489, -11310205, 5312052, 49403]","POLYGON ((-11407097 5215160, -11407097 5312052, -11310205 5312052, -11310205 5215160, -11407097 5215160))"
USGS_LPC_NE_Hat_White_Cherry_UTM14_2016_LAS_2019,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_NE_Hat_White_Cherry_UTM14_2016_LAS_2019/ept.json,"[-12227745, 4185868, -2146839, -10071999, 6341614, 8907]","POLYGON ((-12227745 4185868, -12227745 6341614, -10071999 6341614, -10071999 4185868, -12227745 4185868))"
USGS_LPC_NE_Hat_White_Holt_2016_LAS_2019,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_NE_Hat_White_Holt_2016_LAS_2019/ept.json,"[-11048157, 5123449, -78202, -10890621, 5280985, 79334]","POLYGON ((-11048157 5123449, -11048157 5280985, -10890621 5280985, -10890621 5123449, -11048157 5123449))"
USGS_LPC_NE_MO_Elkhorn_2011_LAS_2018,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_NE_MO_Elkhorn_2011_LAS_2018/ept.json,"[-11000008, 4985583, -142876, -10712610, 5272981, 144522]","POLYGON ((-11000008 4985583, -11000008 5272981, -10712610 5272981, -10712610 4985583, -11000008 4985583))"
USGS_LPC_NE_NRCS_OrthoLidar_B1_UTM14_2017_LAS_2019,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_NE_NRCS_OrthoLidar_B1_UTM14_2017_LAS_2019/ept.json,"[-10769344, 4865832, -56253, -10654444, 4980732, 58647]","POLYGON ((-10769344 4865832, -10769344 4980732, -10654444 4980732, -10654444 4865832, -10769344 4865832))"
USGS_LPC_NE_NRCS_OrthoLidar_B1_UTM15_2017_LAS_2019,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_NE_NRCS_OrthoLidar_B1_UTM15_2017_LAS_2019/ept.json,"[-10706260, 4865778, -56343, -10591274, 4980764, 58643]","POLYGON ((-10706260 4865778, -10706260 4980764, -10591274 4980764, -10591274 4865778, -10706260 4865778))"
USGS_LPC_NE_NRCS_OrthoLidar_B1_UTM15_TL_2017_LAS_2019,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_NE_NRCS_OrthoLidar_B1_UTM15_TL_2017_LAS_2019/ept.json,"[-10649234, 4855132, -18841, -10610912, 4893454, 19481]","POLYGON ((-10649234 4855132, -10649234 4893454, -10610912 4893454, -10610912 4855132, -10649234 4855132))"
USGS_LPC_NE_NRCS_OrthoLidar_B2_2017_LAS_2019,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_NE_NRCS_OrthoLidar_B2_2017_LAS_2019/ept.json,"[-12238463, 3865128, -2146808, -10090237, 6013354, 1418]","POLYGON ((-12238463 3865128, -12238463 6013354, -10090237 6013354, -10090237 3865128, -12238463 3865128))"
USGS_LPC_NE_NRCS_OrthoLidar_B4_2017_LAS_2019,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_NE_NRCS_OrthoLidar_B4_2017_LAS_2019/ept.json,"[-10890686, 4983794, -84691, -10721116, 5153364, 84879]","POLYGON ((-10890686 4983794, -10890686 5153364, -10721116 5153364, -10721116 4983794, -10890686 4983794))"
USGS_LPC_NE_Sandhills_B1_2016_LAS_2018,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_NE_Sandhills_B1_2016_LAS_2018/ept.json,"[-11354063, 4979005, -97293, -11157435, 5175633, 99335]","POLYGON ((-11354063 4979005, -11354063 5175633, -11157435 5175633, -11157435 4979005, -11354063 4979005))"
USGS_LPC_NE_Sandhills_B2_UTM13_2016_LAS_2018,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_NE_Sandhills_B2_UTM13_2016_LAS_2018/ept.json,"[-11377790, 5174258, -19891, -11335586, 5216462, 22313]","POLYGON ((-11377790 5174258, -11377790 5216462, -11335586 5216462, -11335586 5174258, -11377790 5174258))"
USGS_LPC_NE_Sandhills_B2_UTM14_2016_LAS_2018,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_NE_Sandhills_B2_UTM14_2016_LAS_2018/ept.json,"[-11356108, 5068627, -102216, -11149822, 5274913, 104070]","POLYGON ((-11356108 5068627, -11356108 5274913, -11149822 5274913, -11149822 5068627, -11356108 5068627))"
USGS_LPC_NE_Sandhills_B3_2016_LAS_2018,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_NE_Sandhills_B3_2016_LAS_2018/ept.json,"[-11159747, 4983622, -82682, -10992499, 5150870, 84566]","POLYGON ((-11159747 4983622, -11159747 5150870, -10992499 5150870, -10992499 4983622, -11159747 4983622))"
USGS_LPC_NE_Sandhills_B4_UTM13_2016_LAS_2018,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_NE_Sandhills_B4_UTM13_2016_LAS_2018/ept.json,"[-11493047, 5122209, -93933, -11303111, 5312145, 96003]","POLYGON ((-11493047 5122209, -11493047 5312145, -11303111 5312145, -11303111 5122209, -11493047 5122209))"
USGS_LPC_NE_Sandhills_B4_UTM14_2016_LAS_2018,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_NE_Sandhills_B4_UTM14_2016_LAS_2018/ept.json,"[-11356078, 5115940, -31217, -11290732, 5181286, 34129]","POLYGON ((-11356078 5115940, -11356078 5181286, -11290732 5181286, -11290732 5115940, -11356078 5115940))"
USGS_LPC_NE_Sandhills_B5_2016_LAS_2018,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_NE_Sandhills_B5_2016_LAS_2018/ept.json,"[-11174041, 5114503, -70692, -11031025, 5257519, 72324]","POLYGON ((-11174041 5114503, -11174041 5257519, -11031025 5257519, -11031025 5114503, -11174041 5114503))"
USGS_LPC_NE_Sandhills_B6_2016_LAS_2018,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_NE_Sandhills_B6_2016_LAS_2018/ept.json,"[-11063442, 5020447, -76613, -10909104, 5174785, 77725]","POLYGON ((-11063442 5020447, -11063442 5174785, -10909104 5174785, -10909104 5020447, -11063442 5020447))"
USGS_LPC_NH_Umbagog_2016_LAS_2019,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_NH_Umbagog_2016_LAS_2019/ept.json,"[-8036835, 5435418, -126264, -7782325, 5689928, 128246]","POLYGON ((-8036835 5435418, -8036835 5689928, -7782325 5689928, -7782325 5435418, -8036835 5435418))"
USGS_LPC_NH_Umbagog_QL1_2016_LAS_2019,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_NH_Umbagog_QL1_2016_LAS_2019/ept.json,"[-8006630, 5465231, -10732, -7983276, 5488585, 12622]","POLYGON ((-8006630 5465231, -8006630 5488585, -7983276 5488585, -7983276 5465231, -8006630 5465231))"
USGS_LPC_NM_Animas_2014_LAS_2017,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_NM_Animas_2014_LAS_2017/ept.json,"[-12050009, 4398958, -25499, -11994927, 4454040, 29583]","POLYGON ((-12050009 4398958, -12050009 4454040, -11994927 4454040, -11994927 4398958, -12050009 4398958))"
USGS_LPC_NM_CO_SouthernSanLuis_2015_LAS_2019,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_NM_CO_SouthernSanLuis_2015_LAS_2019/ept.json,"[-11846382, 4296322, -71781, -11696958, 4445746, 77643]","POLYGON ((-11846382 4296322, -11846382 4445746, -11696958 4445746, -11696958 4296322, -11846382 4296322))"
USGS_LPC_NM_CO_Southern_San_Luis_TL_2015_LAS_2019,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_NM_CO_Southern_San_Luis_TL_2015_LAS_2019/ept.json,"[-11772795, 4330439, -22198, -11722717, 4380517, 27880]","POLYGON ((-11772795 4330439, -11772795 4380517, -11722717 4380517, -11722717 4330439, -11772795 4330439))"
USGS_LPC_NM_NRCS_Central_A1_2017_LAS_2018,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_NM_NRCS_Central_A1_2017_LAS_2018/ept.json,"[-12728272, 2980168, -2146176, -10578876, 5129564, 3220]","POLYGON ((-12728272 2980168, -12728272 5129564, -10578876 5129564, -10578876 2980168, -12728272 2980168))"
USGS_LPC_NM_NRCS_Central_A2_2017_LAS_2018,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_NM_NRCS_Central_A2_2017_LAS_2018/ept.json,"[-12824714, 3041434, -2145703, -10669126, 5197022, 9885]","POLYGON ((-12824714 3041434, -12824714 5197022, -10669126 5197022, -10669126 3041434, -12824714 3041434))"
USGS_LPC_NM_NRCS_Central_A3_2017_LAS_2019,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_NM_NRCS_Central_A3_2017_LAS_2019/ept.json,"[-13042084, 3092588, -2145525, -10885992, 5248680, 10567]","POLYGON ((-13042084 3092588, -13042084 5248680, -10885992 5248680, -10885992 3092588, -13042084 3092588))"
USGS_LPC_NM_NorthCentral_B1_2016,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_NM_NorthCentral_B1_2016/ept.json,"[-12024483, 4156248, -138565, -11742371, 4438360, 143547]","POLYGON ((-12024483 4156248, -12024483 4438360, -11742371 4438360, -11742371 4156248, -12024483 4156248))"
USGS_LPC_NM_NorthCentral_B3_2017_LAS_2018,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_NM_NorthCentral_B3_2017_LAS_2018/ept.json,"[-11773671, 4229985, -91487, -11585447, 4418209, 96737]","POLYGON ((-11773671 4229985, -11773671 4418209, -11585447 4418209, -11585447 4229985, -11773671 4229985))"
USGS_LPC_NM_NorthCentral_B4_2016_LAS_2018,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_NM_NorthCentral_B4_2016_LAS_2018/ept.json,"[-11738864, 4090567, -76208, -11582600, 4246831, 80056]","POLYGON ((-11738864 4090567, -11738864 4246831, -11582600 4246831, -11582600 4090567, -11738864 4090567))"
USGS_LPC_NM_North_Central_B2_2016,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_NM_North_Central_B2_2016/ept.json,"[-11936456, 4156308, -138245, -11654584, 4438180, 143627]","POLYGON ((-11936456 4156308, -11936456 4438180, -11654584 4438180, -11654584 4156308, -11936456 4156308))"
USGS_LPC_NM_RioHondo_2014_LAS_2017,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_NM_RioHondo_2014_LAS_2017/ept.json,"[-11784509, 3867026, -79561, -11620799, 4030736, 84149]","POLYGON ((-11784509 3867026, -11784509 4030736, -11620799 4030736, -11620799 3867026, -11784509 3867026))"
USGS_LPC_NM_RioSanJose_2016_LAS_2019,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_NM_RioSanJose_2016_LAS_2019/ept.json,"[-12092309, 4066254, -96396, -11894441, 4264122, 101472]","POLYGON ((-12092309 4066254, -12092309 4264122, -11894441 4264122, -11894441 4066254, -12092309 4066254))"
USGS_LPC_NM_Roosevelt_Curry_2015_LAS_2017,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_NM_Roosevelt_Curry_2015_LAS_2017/ept.json,"[-11615578, 3969312, -93057, -11426358, 4158532, 96163]","POLYGON ((-11615578 3969312, -11615578 4158532, -11426358 4158532, -11426358 3969312, -11615578 3969312))"
USGS_LPC_NM_WhiteSands_2015_LAS_2017,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_NM_WhiteSands_2015_LAS_2017/ept.json,"[-11836532, 3864777, -8532, -11816738, 3884571, 11262]","POLYGON ((-11836532 3864777, -11836532 3884571, -11816738 3884571, -11816738 3864777, -11836532 3864777))"
USGS_LPC_NV_LasVegas_QL1_2016_LAS_2018,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_NV_LasVegas_QL1_2016_LAS_2018/ept.json,"[-12847030, 4286292, -32486, -12780080, 4353242, 34464]","POLYGON ((-12847030 4286292, -12847030 4353242, -12780080 4353242, -12780080 4286292, -12847030 4286292))"
USGS_LPC_NV_LasVegas_QL2_2016_LAS_2018,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_NV_LasVegas_QL2_2016_LAS_2018/ept.json,"[-12864975, 4286294, -48975, -12764655, 4386614, 51345]","POLYGON ((-12864975 4286294, -12864975 4386614, -12764655 4386614, -12764655 4286294, -12864975 4286294))"
USGS_LPC_NV_Reno_Carson_QL1_2017_LAS_2018,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_NV_Reno_Carson_QL1_2017_LAS_2018/ept.json,"[-13393012, 4716809, -53075, -13281932, 4827889, 58005]","POLYGON ((-13393012 4716809, -13393012 4827889, -13281932 4827889, -13281932 4716809, -13393012 4716809))"
USGS_LPC_NV_Reno_Carson_QL2_2017_LAS_2018,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_NV_Reno_Carson_QL2_2017_LAS_2018/ept.json,"[-13380891, 4733461, -55346, -13266369, 4847983, 59176]","POLYGON ((-13380891 4733461, -13380891 4847983, -13266369 4847983, -13266369 4733461, -13380891 4733461))"
USGS_LPC_NV_UpperHumboldt_2016_LAS_2018,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_NV_UpperHumboldt_2016_LAS_2018/ept.json,"[-12948039, 4951015, -88111, -12769885, 5129169, 90043]","POLYGON ((-12948039 4951015, -12948039 5129169, -12769885 5129169, -12769885 4951015, -12948039 4951015))"
USGS_LPC_NY_CayugaOswego_2018_LAS_2019,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_NY_CayugaOswego_2018_LAS_2019/ept.json,"[-8575376, 5250985, -85806, -8403062, 5423299, 86508]","POLYGON ((-8575376 5250985, -8575376 5423299, -8403062 5423299, -8403062 5250985, -8575376 5250985))"
USGS_LPC_NY_CayugaOswego_TL_2018_LAS_2019,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_NY_CayugaOswego_TL_2018_LAS_2019/ept.json,"[-8567439, 5253027, -32528, -8501853, 5318613, 33058]","POLYGON ((-8567439 5253027, -8567439 5318613, -8501853 5318613, -8501853 5253027, -8567439 5253027))"
USGS_LPC_NY_Cl_Ess_LChamp_P2_2014_LAS_2016,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_NY_Cl_Ess_LChamp_P2_2014_LAS_2016/ept.json,"[-8321783, 5430860, -96054, -8128343, 5624300, 97386]","POLYGON ((-8321783 5430860, -8321783 5624300, -8128343 5624300, -8128343 5430860, -8321783 5430860))"
USGS_LPC_NY_FEMA_R2L1_ChautauquaCo_2014_LAS_2017,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_NY_FEMA_R2L1_ChautauquaCo_2014_LAS_2017/ept.json,"[-8879870, 5182027, -38449, -8802414, 5259483, 39007]","POLYGON ((-8879870 5182027, -8879870 5259483, -8802414 5259483, -8802414 5182027, -8879870 5182027))"
USGS_LPC_NY_FEMA_R2L2_OrleansCo_2014_LAS_2017,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_NY_FEMA_R2L2_OrleansCo_2014_LAS_2017/ept.json,"[-8736177, 5323034, -27530, -8680961, 5378250, 27686]","POLYGON ((-8736177 5323034, -8736177 5378250, -8680961 5378250, -8680961 5323034, -8736177 5323034))"
USGS_LPC_NY_FEMA_R2_B1_2016_LAS_2018,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_NY_FEMA_R2_B1_2016_LAS_2018/ept.json,"[-8523498, 5276684, -72689, -8377390, 5422792, 73419]","POLYGON ((-8523498 5276684, -8523498 5422792, -8377390 5422792, -8377390 5276684, -8523498 5276684))"
USGS_LPC_NY_FEMA_R2_B2_2016_LAS_2018,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_NY_FEMA_R2_B2_2016_LAS_2018/ept.json,"[-8437920, 5445626, -101981, -8232190, 5651356, 103749]","POLYGON ((-8437920 5445626, -8437920 5651356, -8232190 5651356, -8232190 5445626, -8437920 5445626))"
USGS_LPC_NY_FEMA_R2_Northeast_2017_LAS_2019,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_NY_FEMA_R2_Northeast_2017_LAS_2019/ept.json,"[-8432571, 5302692, -133756, -8163873, 5571390, 134942]","POLYGON ((-8432571 5302692, -8432571 5571390, -8163873 5571390, -8163873 5302692, -8432571 5302692))"
USGS_LPC_NY_FEMA_R2_Seneca_2012_LAS_2015,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_NY_FEMA_R2_Seneca_2012_LAS_2015/ept.json,"[-8644627, 5181588, -84284, -8473589, 5352626, 86754]","POLYGON ((-8644627 5181588, -8644627 5352626, -8473589 5352626, -8473589 5181588, -8644627 5181588))"
USGS_LPC_NY_LongIsland_Z18_2014_LAS_2015,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_NY_LongIsland_Z18_2014_LAS_2015/ept.json,"[-8211811, 4903303, -98655, -8013855, 5101259, 99301]","POLYGON ((-8211811 4903303, -8211811 5101259, -8013855 5101259, -8013855 4903303, -8211811 4903303))"
USGS_LPC_NY_MadisonOtsegoCo_2015_LAS_2017,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_NY_MadisonOtsegoCo_2015_LAS_2017/ept.json,"[-8458556, 5205455, -76050, -8306842, 5357169, 75664]","POLYGON ((-8458556 5205455, -8458556 5357169, -8306842 5357169, -8306842 5205455, -8458556 5205455))"
USGS_LPC_NY_Sandy_Ul_Du_Or_2013_LAS_2016,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_NY_Sandy_Ul_Du_Or_2013_LAS_2016/ept.json,"[-8330179, 5033170, -77032, -8174921, 5188428, 78226]","POLYGON ((-8330179 5033170, -8330179 5188428, -8174921 5188428, -8174921 5033170, -8330179 5033170))"
USGS_LPC_NY_Schoharie_2014_LAS_2016,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_NY_Schoharie_2014_LAS_2016/ept.json,"[-8333983, 5213700, -48754, -8235497, 5312186, 49732]","POLYGON ((-8333983 5213700, -8333983 5312186, -8235497 5312186, -8235497 5213700, -8333983 5213700))"
USGS_LPC_NY_Southwest_2_CO_2016_LAS_2018,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_NY_Southwest_2_CO_2016_LAS_2018/ept.json,"[-8695056, 5145301, -59289, -8575436, 5264921, 60331]","POLYGON ((-8695056 5145301, -8695056 5264921, -8575436 5264921, -8575436 5145301, -8695056 5145301))"
USGS_LPC_NY_Southwest_B2_2017_LAS_2019,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_NY_Southwest_B2_2017_LAS_2019/ept.json,"[-8887418, 5066073, -802, -8550578, 5402913, 336038]","POLYGON ((-8887418 5066073, -8887418 5402913, -8550578 5402913, -8550578 5066073, -8887418 5066073))"
USGS_LPC_NY_Southwest_B2_TL_2017_LAS_2019,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_NY_Southwest_B2_TL_2017_LAS_2019/ept.json,"[-8764297, 5158971, -23193, -8715333, 5207935, 25771]","POLYGON ((-8764297 5158971, -8764297 5207935, -8715333 5207935, -8715333 5158971, -8764297 5158971))"
USGS_LPC_NY_Southwest_East_2017_LAS_2018,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_NY_Southwest_East_2017_LAS_2018/ept.json,"[-8879788, 5145235, -58424, -8762886, 5262137, 58478]","POLYGON ((-8879788 5145235, -8879788 5262137, -8762886 5262137, -8762886 5145235, -8879788 5145235))"
USGS_LPC_OH_ChippewaWatershed_2017_LAS_2018,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_OH_ChippewaWatershed_2017_LAS_2018/ept.json,"[-9115684, 5012284, -2184, -9110630, 5017338, 2870]","POLYGON ((-9115684 5012284, -9115684 5017338, -9110630 5017338, -9110630 5012284, -9115684 5012284))"
USGS_LPC_OH_Clinton_2018_LAS_2019,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_OH_Clinton_2018_LAS_2019/ept.json,"[-9353304, 4752766, -23493, -9301588, 4804482, 28223]","POLYGON ((-9353304 4752766, -9353304 4804482, -9301588 4804482, -9301588 4752766, -9353304 4752766))"
USGS_LPC_OH_Columbus_2019,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_OH_Columbus_2019/ept.json,"[-9288029, 4829573, -49726, -9187803, 4929799, 50500]","POLYGON ((-9288029 4829573, -9288029 4929799, -9187803 4929799, -9187803 4829573, -9288029 4829573))"
USGS_LPC_OH_Delaware_2018_LAS_2019,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_OH_Delaware_2018_LAS_2019/ept.json,"[-9268750, 4877942, -26940, -9210184, 4936508, 31626]","POLYGON ((-9268750 4877942, -9268750 4936508, -9210184 4936508, -9210184 4877942, -9268750 4877942))"
USGS_LPC_OH_LowerMaumee_B16_2016_LAS_2017,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_OH_LowerMaumee_B16_2016_LAS_2017/ept.json,"[-9393628, 4977245, -92797, -9207114, 5163759, 93717]","POLYGON ((-9393628 4977245, -9393628 5163759, -9207114 5163759, -9207114 4977245, -9393628 4977245))"
USGS_LPC_OK_3County_2017_LAS_2019,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_OK_3County_2017_LAS_2019/ept.json,"[-10644349, 4227052, -71996, -10499417, 4371984, 72936]","POLYGON ((-10644349 4227052, -10644349 4371984, -10499417 4371984, -10499417 4227052, -10644349 4227052))"
USGS_LPC_OK_Area1_1A_2011_LAS_2016,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_OK_Area1_1A_2011_LAS_2016/ept.json,"[-10839502, 4283315, -77222, -10683772, 4439045, 78508]","POLYGON ((-10839502 4283315, -10839502 4439045, -10683772 4439045, -10683772 4283315, -10839502 4283315))"
USGS_LPC_OK_Area1_1B_2011_LAS_2017,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_OK_Area1_1B_2011_LAS_2017/ept.json,"[-10877113, 4202065, -60005, -10755667, 4323511, 61441]","POLYGON ((-10877113 4202065, -10877113 4323511, -10755667 4323511, -10755667 4202065, -10877113 4202065))"
